,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
0,0.49244704647763626,0.49819722609677797,0.9999618160296393,0.06744761957766343,0.755864056824386,0.7415416585492807,0.03119858631410466,0.21057147234563445,0.6542838493628977,0.28800177916158987,0.012063683550543658,0.04843665281043741,0.9988333995233774,0.2569242658423576,0.32838795394152953,0.47313091740124946,1.0,0.014579734754207152,0.004876988071501387,0.5029375845793567,0.010286865687419322,0.26032493685575275,0.37640845070421847,0.9419974572679592,0.6555046100797028,0.1175443830984193,0.001567452370707656,0.2205501162228387,1.0,0.4890653762344854,0.2479502396307005,0.41452922247269086
1,0.4110353207588844,0.9980524778272084,0.023979533391866426,0.292523442499828,0.012632538713823749,0.055717903759997967,0.7978794710864463,0.04207139574080543,0.12012940942766193,0.20457578116315744,0.3425927395673014,0.9027351045243108,0.9814336775218209,0.5354250386398931,0.049416888101561085,0.7324844923277283,0.6295964877939184,0.7765904499809722,0.7833312624254347,0.6181140046869444,0.7095551195715473,0.46156734248070563,0.9997887323943644,0.0012996185901954505,0.11334393193573078,0.1462477497082446,0.43376940604478875,0.38609299770312333,0.8004677047114725,0.6776272223462456,0.9333115511753967,0.8168472693999291
2,0.6145646350556575,0.9967234255335811,0.020733895910495903,0.053006483207681754,0.7707319225282845,0.7110201961166496,0.5650478337700804,0.45111077064500194,0.6681329284559325,0.9186589569665529,0.06117557421544717,0.23124887041386444,0.41602958697370696,0.5200927357032654,0.6640832595217319,0.7693764283382052,0.7681272895053013,0.22405363468682538,0.19069955268388128,0.6075519028286536,0.03722360676596281,0.012048604000298724,0.8125492957746445,0.610312190987429,0.7072015316958655,0.23902135918077505,0.14697686670451304,0.6358638270080093,0.5837406939720893,0.6765162841145695,0.6051452799843027,0.6649538632625038
3,0.5712076440861011,0.9987762191752054,0.009087784947865885,0.053145607835517694,0.7706436859365766,0.7101435158127458,0.021936506002134593,0.8412440631223603,0.5447399040781278,0.03658400978537202,0.9112843061001001,0.32715826254596436,0.9898480937251151,0.6818392581143797,0.2983466194272353,0.6666013712047061,0.6256536450322443,0.3832596539508444,0.33405815109342996,0.3158068455622569,0.014025133888324604,0.5310942726465981,0.00030985915493175753,0.0011583556999852362,0.6880887534044646,0.43798136626126194,0.7344725794728078,0.4255172519699215,0.8056155553192283,0.3455235878945473,0.10700943372320282,0.8416057565030712
4,0.620170666372104,0.9966444719319938,0.018404673717938635,0.053479506942380794,0.7701877968793767,0.7119942853432093,0.8848942782279892,0.8842040753791451,0.2554984817095658,0.9752307350161544,0.9004904839759504,0.368124585818407,0.9431592533756117,0.5986089644513015,0.08152494833184676,0.28534116878873306,0.6143004949525448,0.7635916503206062,0.2449055666003801,0.4016404264448923,0.713585025717137,0.6227387534985382,0.9967464788732343,0.015849696284846004,0.7076266210239552,0.4575685991118448,0.9070959697100207,0.7128260060867788,0.7777328610978174,0.33178869323448623,0.7451452476345715,0.87033131088738
5,0.8401590676866277,0.31499855251730224,0.863072282255871,0.1240991680347463,0.04833894616098178,0.19209039548022133,0.3536652245444998,0.5753945150911619,0.9791980021000484,0.9793450461470314,0.8210606517563903,0.5990722332670515,0.01057386814927952,0.8089335394126707,0.5856583997638296,0.33698987920340073,0.6085679930650087,0.4452381649442003,0.3466699801192732,0.46879228966566444,0.43780158014737935,0.9784626936991998,0.7986619718309811,0.6451193671422573,0.28686502086404886,0.3326125100253705,0.7330107626934677,0.863767776202792,0.2947972868760047,0.41994517467212233,0.6497631190324746,0.5365164585769406
6,0.6093728425064455,0.9966839487327945,0.02077207988089924,0.056150699796916115,0.7718348799247252,0.7070588999285548,0.6107488879410141,0.32529492875747223,0.11612793370609609,0.9071222061603379,0.7328846489626883,0.7797457678173316,0.3086030579825234,0.5035394126738879,0.11813551815762935,0.21325497877887756,0.9750566259332061,0.10109201627776088,0.006865059642137794,0.47044261808101595,0.05769128797918199,0.3837463308075826,0.9973521126760403,0.013024438480087497,0.6987162989430544,0.17021512469784028,0.7108825786232202,0.6225955880762868,0.6302703052933438,0.3832797031284372,0.6651532380202134,0.7903541217726371
7,0.7870536577283929,0.024370345027278972,0.09786551605635907,0.9648849439327307,0.2132825482727796,0.6757906357555896,0.888001949911569,0.846667688064926,0.3365780287765574,0.005003891915933423,0.15951046842013028,0.5372612808000525,0.07366957903094828,0.6410510046368003,0.09185857691173283,0.704603330068494,0.38567154162352324,0.9379629358550119,0.9274043240556438,0.9104201736145612,0.23670396097354285,0.9033381118165664,0.9479859154929429,0.20420963412909998,0.3823873716298962,0.9259481791912094,0.29537059887288564,0.392008343850371,0.21536601186127768,0.9610367353749609,0.9465496037426497,0.31487930067812187
8,0.10480240810802854,0.7199910519251276,0.804727175531724,0.9844458666072882,0.8985132134296023,0.3798298590817808,0.8426055694351078,0.7872835912364025,0.3654681159009243,0.5237684866007299,0.00017460594612828118,0.0015663594192005803,0.14254864972195946,0.42003091190107966,0.3102671981104521,0.23460659484172197,0.6785884063644261,0.5060748894809279,0.23648732604371503,0.7450572663960173,0.043798716793006065,0.935012628848412,0.7526478873239313,0.7481282667043132,0.6153363234301992,0.9113889170223004,0.15607501295721704,0.4204201823148779,0.3938403268369157,0.6728144094250936,0.5803136199412542,0.790193505057438
9,0.5986026345585742,0.9974471668815994,0.014128069036615898,0.05044659005537255,0.7730554861101027,0.7128060263653424,0.07775272682965806,0.8537153362953376,0.3843403240911698,0.936283776270443,0.7659169193161901,0.7204048436652357,0.9441521048450596,0.5954868624420442,0.28173900206672897,0.4974208292522917,0.4981124688906675,0.9995022982111976,0.7043364811133017,0.3908472786084687,0.9555914947769679,0.9813639156256357,0.19736619718310067,0.6333662946744028,0.7052057045051328,0.44169908090465526,0.6262828543545851,0.6986056706466925,0.7158054754058796,0.38579321966886937,0.36567956828194426,0.9921377289988556
